split,image_id,provenance,digest
train,img044_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img047_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img048_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img049_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img050_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img052_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img053_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img054_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img055_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img057_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img059_20201027_Kaizu_OkinaSP_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img060_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img063_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img064_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img066_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img067_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img069_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img071_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img073_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img074_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img077_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img078_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img079_20201027_Kaizu_TCA422_515x515,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img081_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img082_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img085_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img086_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img087_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img088_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img090_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img094_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img095_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img098_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img099_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img100_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img102_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img103_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img104_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img105_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img106_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img107_20201027_Kaizu_TCA422_900x900,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img108_20210916_Kaizu_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img109_20210916_Kaizu_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img112_20210916_Kaizu_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img113_20210916_Kaizu_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img114_20210916_Kaizu_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img115_20210916_Kaizu_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img117_20210916_Kaizu_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img118_20210916_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img119_20210916_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img125_20210916_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img126_20210916_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img128_20211126_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img129_20211126_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img130_20211126_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img132_20211126_Sunomata_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img133_20211126_Sunomata_OkinaSP_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img136_20211126_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img137_20211126_Sunomata_TCA422_550x550,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img138_20210907_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img140_20210907_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img141_20210907_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img143_20210907_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img144_20210907_Yoro_Suiryoku_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img145_20210907_Yoro_Suiryoku_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img147_20210907_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img148_20210907_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img149_20210907_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img150_20210907_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img151_20210907_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img152_20210907_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img153_20210916_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img154_20210916_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img155_20210916_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img156_20210916_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img157_20210916_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img158_20210916_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img159_20210916_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img160_20210916_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img162_20210916_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img164_20210916_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img165_20210916_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img166_20210916_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img167_20210916_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img169_20210921_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img170_20210921_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img171_20210921_Yoro_Suiryoku_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img173_20210921_Yoro_Suiryoku_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img174_20210921_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img175_20210921_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img177_20210921_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img178_20210927_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img179_20210927_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img180_20210927_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img181_20210927_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img183_20210927_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img184_20210927_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img185_20210927_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img186_20210927_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img187_20210927_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img189_20210927_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img190_20210927_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img191_20210927_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img193_20210927_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img195_20210927_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img197_20210927_Yoro_Suiryoku_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img198_20210927_Yoro_Suiryoku_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img200_20210927_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img201_20210927_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img204_20211005_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img205_20211005_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img206_20211005_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img207_20211005_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img209_20211005_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img210_20211005_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img211_20211005_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img212_20211005_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img214_20211005_Sunomata_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img216_20211005_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img217_20211005_Sunomata_TCA422_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img220_20211005_Yoro_Suiryoku_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img222_20211005_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img223_20211005_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img224_20211005_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img226_20211005_Yoro_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img227_20211005_Yoro_Yumebutai_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img228_20211011_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img229_20211011_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
train,img230_20211011_Kaizu_OkinaSP_1000x1000,recovered-from-local-data-fold1_yolo,0941e6c3b17f638fc7a343b9537f6369b6d6b55d8d0275afc35883d233b1e13f
